No,LocID,Location,MidPeriod,TFR,NRR,CBR,Births,LEx,IMR,Deaths,CNMR,GrowthRate,NatIncr,SRB,RANDOM
263,2097,Countries with Access to the Sea: Latin America and the Caribbean,2013,2.119,1.002,17.538,51800.738,74.56,16.674,17795.211,-0.909,1.061,11.513,1.05,0.24369635
325,1075,ESCAP region: Pacific,2008,2.541,1.159,18.282,3223.648,76.24,23.092,1227.478,6.743,1.808,11.321,1.06,0.445155836
1124,1612,UNFPA: Eastern Europe and Central Asia (EECA),2013,2.13,0.988,17.28,20193.309,72.1,17.795,10340.409,1.097,0.953,8.432,1.06,0.227457805
1092,768,Togo,2018,4.351,1.853,33.314,1299.394,60.53,49.676,333.826,-0.256,2.453,24.755,1.018,0.301250462
133,1569,Bolivarian Alliance for the Americas (ALBA),2008,2.505,1.163,20.402,5563.306,72.69,20.956,1701.693,-2.447,1.172,14.162,1.05,0.832434464
221,1566,Commonwealth of Independent States (CIS),2013,1.959,0.91,15.555,21852.196,70.23,16.019,16688.788,1.273,0.495,3.676,1.07,0.801205861
717,934,"Less developed regions, excluding least developed countries",2018,2.325,1.042,17.899,476380.253,71.95,26.917,185218.779,-0.344,1.06,10.94,1.08,0.497031261
1030,1321,South Asian Association for Regional Cooperation (SAARC),2008,2.942,1.269,23.937,188964.927,65.62,52.757,60252.137,-1.112,1.52,16.304,1.09,0.605264138
291,408,Dem. People's Republic of Korea,2018,1.91,0.897,13.939,1775.899,71.96,13.898,1153.907,-0.212,0.467,4.882,1.05,0.037190359
657,2090,LLDC: Latin America,2018,2.631,1.207,21.438,1948.971,72.22,25.784,571.583,-1.433,1.372,15.151,1.05,0.918311616
1040,913,Southern Africa,2013,2.635,1.184,23.396,7098.955,60.34,35.034,3217.327,2.373,1.517,12.792,1.03,0.930889042
715,934,"Less developed regions, excluding least developed countries",2008,2.462,1.077,20.095,475946.455,68.71,38.779,171623.769,-0.312,1.254,12.849,1.09,0.991616075
735,434,Libya,2018,2.25,1.063,19.005,631.411,72.7,10.53,168.44,-0.301,1.364,13.935,1.06,0.905474303
1113,1819,UNFPA Regions,2018,2.6,1.157,20.16,629078.849,70.46,32.114,223128.65,-0.503,1.251,13.009,1.07,0.108429438
561,1522,Group of Seven (G7),2018,1.67,0.797,10.432,39906.079,81.05,4.373,36140.584,2.952,0.394,0.985,1.05,0.535416187
515,246,Finland,2013,1.77,0.858,10.798,292.803,80.7,2.098,258.881,3.002,0.425,1.251,1.047,0.53635026
1006,702,Singapore,2008,1.257,0.602,10.107,237.44,81.22,2.154,93.296,30.706,3.695,6.136,1.073,0.697273779
883,918,Northern America,2013,1.849,0.89,12.383,21679.589,79.23,5.846,14134.682,3.541,0.785,4.31,1.05,0.737849037
469,226,Equatorial Guinea,2008,5.401,2.14,38.877,164.563,54.9,84.634,50.458,18.9,4.606,26.957,1.03,0.223840753
472,232,Eritrea,2008,4.8,2.077,37.634,564.24,60.71,51.646,140.451,-5.337,2.295,28.266,1.052,0.692807265
1244,858,Uruguay,2013,2.01,0.962,14.289,241.88,77.05,10.049,159.148,-1.772,0.312,4.888,1.05,0.830679767
1217,1730,United Nations Economic Commission for Africa (UN-ECA),2013,4.733,1.979,35.885,199032.634,60.23,55.966,51759.575,-0.766,2.582,26.553,1.04,0.963076963
1221,1745,United Nations Economic Commission for Latin America and the Caribbean (UN-ECLAC),2018,2.045,0.967,16.51,52745.975,75.24,15.454,20110.312,-0.816,0.94,10.215,1.05,0.967955754
117,2070,Belt-Road Initiative: Europe,2018,1.585,0.759,10.474,21734.026,75.82,5.041,25171.376,0.58,-0.108,-1.656,1.06,0.079385525
1162,2035,UNICEF REGIONS,2008,2.584,1.122,20.34,686395.224,68.92,40.978,271478.675,0,1.23,12.295,1.07,0.712661321
978,662,Saint Lucia,2018,1.444,0.694,12.106,10.979,75.99,12.485,6.48,0,0.496,4.961,1.03,0.052962779
471,226,Equatorial Guinea,2018,4.554,1.909,33.454,215.073,58.25,66.127,60.652,12.443,3.656,24.02,1.03,0.310080679
955,642,Romania,2008,1.51,0.719,10.845,1135.689,73.08,11.962,1306.464,-7.397,-0.903,-1.63,1.058,0.365046441
698,1477,Least developed: Latin America and the Caribbean,2013,3.26,1.356,26.651,1375.507,61.4,60.957,479.285,-2.906,1.446,17.365,1.05,0.067134241
994,688,Serbia,2008,1.583,0.755,10.926,496.731,73.44,7.067,579.742,-2.63,-0.446,-1.826,1.07,0.421244062
1254,862,Venezuela (Bolivarian Republic of),2018,2.283,1.074,18.029,2637.593,72.13,25.701,1017.236,-22.327,-1.125,11.076,1.05,0.748365555
327,1075,ESCAP region: Pacific,2018,2.357,1.085,16.654,3435.327,78.44,17.964,1397.728,3.793,1.368,9.878,1.06,0.151606585
64,1557,Association of Southeast Asian Nations (ASEAN),2008,2.415,1.109,20.293,58647.248,69.63,28.49,19069.52,-1.344,1.235,13.695,1.06,0.022080509
1131,1704,UNFPA: West and Central Africa (WCA),2018,5.149,2.074,37.344,80364.294,57.34,58.137,22096.466,-0.479,2.664,27.076,1.05,0.198766419
340,2059,ESCAP: ADB Group BÂ (OCR blend),2008,2.897,1.251,23.688,182656.279,65.65,52.523,58727.249,-0.83,1.525,16.072,1.09,0.041134461
908,2085,Organization of American States (OAS),2013,2.052,0.97,15.772,75119.872,76.25,13.888,32275.951,0.765,0.976,8.995,1.05,0.168905229
1281,1593,WHO: African region (AFRO),2018,4.649,1.974,35.016,184066.546,61.19,50.358,44975.916,-0.269,2.623,26.46,1.04,0.057677651
322,1074,ESCAP region: North and Central Asia,2008,1.834,0.848,15.01,16516.517,67.06,23.383,13691.988,1.469,0.404,2.567,1.07,0.64650555
410,2052,ESCAP: upper middle HDI,2013,1.937,0.923,16.116,30319.478,72.55,11.635,16215.855,1.539,0.904,7.497,1.06,0.488320927
73,40,Austria,2008,1.399,0.675,9.289,386.98,80.13,3.764,384.446,3.691,0.375,0.061,1.055,0.657324536
605,360,Indonesia,2013,2.45,1.14,20.097,25131.957,70.01,25.028,8128.476,-0.363,1.324,13.597,1.05,0.190855444
299,1106,Denmark (and dependencies),2013,1.74,0.839,10.474,299.883,80.05,3.823,270.156,3.636,0.467,1.038,1.06,0.024272486
794,1517,Middle-income countries,2013,2.391,1.06,19.221,510031.58,69.95,32.736,195196.145,-0.304,1.156,11.865,1.08,0.506659602
1263,1510,WB region: Europe and Central Asia (excluding high income),2018,2.012,0.937,14.652,30576.574,73.25,11.096,21399.426,0.724,0.512,4.398,1.06,0.934187158
45,28,Antigua and Barbuda,2018,2,0.97,15.457,7.4,76.82,5.197,3.037,0,0.912,9.113,1.03,0.877937252
457,1547,Economic Cooperation Organization (ECO),2008,3.148,1.388,25.822,52752.066,67.14,55.32,14407.555,-1.185,1.76,18.769,1.07,0.275977335
216,158,"China, Taiwan Province of China",2018,1.15,0.547,8.425,997.858,80.19,3.713,888.561,1.267,0.219,0.923,1.077,0.763110221
769,478,Mauritania,2008,5.07,2.137,36.875,600.91,61.91,65.572,140.914,0.614,2.889,28.228,1.05,0.191339177
876,912,Northern Africa,2018,3.252,1.497,25.435,29892.389,72.27,22.987,6772.136,-0.638,1.905,19.673,1.05,0.490568476
111,2068,Belt-Road Initiative: Africa,2018,4.368,1.876,33.168,186250.427,62.88,46.563,45645.572,-0.25,2.482,25.039,1.04,0.522175905
165,116,Cambodia,2018,2.524,1.173,22.725,1831.645,69.44,23.715,484.114,-1.861,1.486,16.719,1.049,0.845385541
281,196,Cyprus,2013,1.38,0.662,11.307,64.269,79.92,4.193,38.402,3.96,0.851,4.551,1.07,0.688204739
1211,826,United Kingdom,2013,1.866,0.902,12.447,4024.003,80.87,4.058,2923.89,4.022,0.743,3.403,1.051,0.324603395
499,1550,European Community (EC: 12),2008,1.624,0.781,10.856,20005.416,80.37,3.842,17251.979,3.48,0.497,1.494,1.06,0.651617932
315,1744,ECLAC: Latin America,2018,2.048,0.968,16.57,51929.561,75.22,15.492,19627.246,-0.648,0.966,10.307,1.05,0.698584955
856,566,Nigeria,2008,5.91,2.105,41.943,31181.18,49.76,89.33,11242.996,-0.404,2.645,26.82,1.059,0.488869736
864,1615,Non-Self-Governing Territories,2018,2.127,1.009,16.014,136.121,76.43,17.523,47.907,2.233,1.261,10.378,1.04,0.7863067
853,562,Niger,2008,7.55,2.903,50.794,3820.789,55.34,67.593,961.234,-0.266,3.786,38.015,1.05,0.675959371
225,2074,Commonwealth of Nations,2018,2.791,1.224,22.134,274016.355,67.86,40.015,93220.861,-0.154,1.446,14.604,1.07,0.955979332
1300,914,Western Africa,2008,5.742,2.148,41.301,59363.689,52.56,81.238,19234.286,-0.684,2.728,27.919,1.05,0.378900566
2,4,Afghanistan,2013,5.447,2.319,37.098,5898.49,62.32,60.1,1192.155,3.282,3.296,29.6,1.06,0.742926579
399,1062,ESCAP: low income,2018,2.394,1.073,19.564,199209.924,69.31,35.664,71340.209,-0.732,1.183,12.558,1.09,0.362117051
1324,894,Zambia,2008,5.6,2.258,42.42,2700.292,51.75,64.721,775.552,-2.749,2.753,30.236,1.031,0.9564457
1306,926,Western Europe,2008,1.639,0.789,10.404,9726.229,80.23,3.762,8795.884,1.489,0.248,0.995,1.05,0.073741685
36,12,Algeria,2018,3.05,1.436,24.69,5158.969,76.59,21.243,985.954,-0.239,1.975,19.971,1.05,0.729257192
1019,90,Solomon Islands,2013,4.435,2.048,34.004,96.145,71.43,20.161,12.884,-2.829,2.666,29.447,1.07,0.726490677
42,24,Angola,2018,5.55,2.403,40.923,6215.232,60.54,61.46,1265.406,0.211,3.288,32.591,1.03,0.351429118
718,1479,Less developed: Africa,2008,4.9,1.969,36.995,180855.457,56.78,67.714,54018.687,-0.754,2.522,25.945,1.04,0.561061271
1231,850,United States Virgin Islands,2008,2.418,1.153,15.745,8.419,77.82,10.664,3.858,-11.721,-0.319,8.53,1.06,0.976028708
833,528,Netherlands,2013,1.732,0.836,10.58,889.261,81.31,3.457,696.369,0.746,0.304,2.295,1.055,0.367845132
820,508,Mozambique,2008,5.537,2.196,41.91,4612.722,51.09,78.683,1535.073,-0.363,2.764,27.963,1.015,0.151221164
875,912,Northern Africa,2013,3.342,1.528,27.247,29072.709,71.17,26.562,6374.774,-1.665,1.962,21.273,1.06,0.680879052
443,923,Eastern Europe,2013,1.573,0.749,11.634,17139.245,72.19,7.55,19075.287,0.987,-0.033,-1.315,1.06,0.972549471
303,262,Djibouti,2018,2.758,1.234,21.695,103.158,66.54,33.361,33.657,0.947,1.557,14.617,1.039,0.346774187
122,2072,Belt-Road Initiative: Pacific,2013,3.199,1.424,23.45,1610.641,69.9,36.648,522.389,0.098,1.595,15.844,1.07,0.543450814
477,233,Estonia,2018,1.588,0.761,10.355,68.389,78.46,1.988,76.737,2.961,0.17,-1.264,1.068,0.376210267
720,1479,Less developed: Africa,2018,4.438,1.903,33.628,212112.876,62.66,47.455,51638.376,-0.367,2.511,25.441,1.04,0.773196279
18,2081,African Union: Eastern Africa,2018,4.408,1.956,33.69,62023.438,64.85,41.094,12453.079,-0.454,2.651,26.926,1.03,0.977127844
999,690,Seychelles,2018,2.46,1.167,16.819,8.129,73.29,10.874,3.763,-2.069,0.697,9.033,1.06,0.783269071
1015,1637,Small Island Developing States (SIDS),2008,2.646,1.178,20.71,6538.924,69.84,38.236,2339.354,0.028,1.333,13.301,1.06,0.267481751
1137,1586,UNICEF Programme Regions: East Asia and Pacific (EAPRO),2018,1.885,0.869,13.807,145530.654,75.13,14.027,73335.178,-0.36,0.649,6.849,1.1,0.422872845
180,140,Central African Republic,2018,4.754,1.883,35.41,825.318,52.67,81.904,288.724,-8.581,1.445,23.022,1.03,0.18763845
38,1533,Andean Community,2013,2.263,1.064,18.543,9474.607,74.9,16.813,2797.729,-1.788,1.128,13.068,1.05,0.366071973
191,921,Central and Southern Asia,2013,2.54,1.128,21.084,193530.88,68.04,41.681,64194.097,-0.912,1.318,14.091,1.09,0.609957574
244,178,Congo,2008,4.8,2.032,37.888,747.953,58.18,52.482,188.767,4.649,3.305,28.326,1.03,0.361860467
255,2094,Countries with Access to the Sea: Africa,2018,4.327,1.848,32.79,154480.592,62.66,47.754,39399.796,-0.239,2.422,24.427,1.04,0.413964529
29,1200,"African, Caribbean and Pacific (ACP) Group of States",2013,4.95,2.047,36.943,179700.357,58.69,59.779,48167.193,-0.723,2.636,27.041,1.04,0.816179836
1271,1513,WB region: South Asia (excluding high income),2013,2.566,1.133,21.056,178354.346,67.7,43.427,60111.515,-0.907,1.306,13.959,1.09,0.669227494
124,204,Benin,2008,5.495,2.212,40.04,1719.855,58.56,74.505,454.05,-1.136,2.838,29.469,1.041,0.669263569
801,499,Montenegro,2018,1.751,0.836,11.821,37.088,76.65,2.76,33.58,-0.765,0.035,1.118,1.074,0.284039396
895,1835,Oceania (excluding Australia and New Zealand),2008,3.853,1.684,29.338,1446.685,63.71,45.931,387.44,-1.769,1.973,21.481,1.08,0.665445886
459,1547,Economic Cooperation Organization (ECO),2018,2.971,1.335,24.252,59513.219,70.69,41.95,15237.134,-0.249,1.781,18.043,1.07,0.698038682
917,586,Pakistan,2013,3.782,1.62,29.546,27983.403,66.02,68.101,6901.918,-1.139,2.114,22.259,1.087,0.753139213
529,266,Gabon,2008,4.2,1.805,32.936,248.228,59.58,49.925,78.332,8.452,3.106,22.543,1.03,0.001735058
600,352,Iceland,2018,1.77,0.858,12.124,20.352,82.77,1.254,11.245,1.132,0.656,5.425,1.053,0.422095434
41,24,Angola,2013,6,2.505,44.197,5661.645,57.74,78.247,1299.775,1.298,3.544,34.051,1.03,0.693007515
1099,788,Tunisia,2008,2.024,0.946,17.002,881.645,74.63,18.011,312.534,-0.784,1.019,10.975,1.081,0.729632316
1328,716,Zimbabwe,2013,4.09,1.761,36.445,2415.589,56.71,51.221,675.684,-9.399,1.686,26.251,1.02,0.867451878
1,4,Afghanistan,2008,6.478,2.666,42.513,5828.482,59.63,72.193,1250.888,-7.632,2.579,33.389,1.06,0.06339194
925,600,Paraguay,2008,2.892,1.343,23.371,705.331,72.13,24.053,163.508,-3.907,1.405,17.953,1.05,0.502197572
58,1207,Asia-Pacific Economic Cooperation (APEC),2008,1.835,0.84,14.336,195808.711,74.14,17.499,99441.893,0.357,0.741,7.056,1.11,0.116900847
57,935,Asia,2018,2.152,0.971,16.428,372697.319,73.28,24.925,156472.305,-0.381,0.915,9.531,1.09,0.509517319
816,1486,More developed: Oceania,2018,1.844,0.889,12.84,1889.64,83.01,3.216,980.19,5.882,1.206,6.18,1.05,0.846892665
607,364,Iran (Islamic Republic of),2008,1.821,0.856,17.814,6391.868,72.72,19.134,1814.795,-1.608,1.115,12.756,1.05,0.909818444
926,600,Paraguay,2013,2.599,1.213,21.73,702.783,73.16,20.779,174.927,-2.694,1.363,16.321,1.05,0.253608019
751,454,Malawi,2008,5.73,2.295,42.318,2873.986,51.31,68.427,901.168,-0.871,2.822,29.049,1.025,0.381625613
783,484,Mexico,2018,2.14,1.019,17.736,11120.355,74.98,13.51,3745.856,-0.478,1.129,11.762,1.05,0.061435054
120,2071,Belt-Road Initiative: Latin America and the Caribbean,2018,2.095,0.988,16.631,16963.902,75.79,16.209,6311.114,-1.485,0.896,10.444,1.05,0.939837767
396,2050,ESCAP: low HDI,2018,2.415,1.08,19.717,185125.868,68.93,37.063,66087.036,-0.742,1.194,12.678,1.09,0.528811071
1238,1111,United States of America (and dependencies),2013,1.871,0.901,12.529,19970.602,78.94,5.973,13000.031,2.949,0.732,4.373,1.05,0.548184337
822,508,Mozambique,2018,4.886,2.137,37.704,5495.085,60.05,53.905,1256.642,-0.172,2.896,29.082,1.019,0.615809015
338,2058,ESCAP: ADB Group A (Concessional assistanceÂ only),2013,3.065,1.359,25.297,18728.559,65.63,44.04,5466.185,-3.412,1.451,17.914,1.05,0.844400085
1230,834,United Republic of Tanzania,2018,4.924,2.2,36.901,10260.034,64.84,41.206,1808.071,-0.721,2.973,30.398,1.03,0.147294381
1013,705,Slovenia,2013,1.575,0.76,10.467,107.667,80.14,2.23,96.372,1.611,0.271,1.098,1.058,0.079702879
1027,931,South America,2008,2.133,1.007,17.887,34179.083,73.4,18.947,11494.963,-1.018,1.086,11.871,1.05,0.874090336
528,258,French Polynesia,2018,1.95,0.942,14.825,20.534,77.38,6.659,7.746,-3.61,0.562,9.232,1.048,0.617206149
965,638,RÃ©union,2013,2.4,1.172,16.6,70.295,79.54,4.196,23.31,-3.339,0.776,11.095,1.03,0.407401081
168,120,Cameroon,2018,4.603,1.934,35.609,4437.254,58.77,61.181,1165.754,-0.193,2.61,26.254,1.03,0.293729715
448,1832,Eastern and South-Eastern Asia,2008,1.816,0.82,14.463,156462.667,73.44,21.281,74370.46,-0.521,0.707,7.588,1.12,0.11175404
347,1054,ESCAP: ASEAN,2013,2.338,1.081,19.151,58838.665,71.18,23.935,19836.841,-0.568,1.213,12.695,1.06,0.48704699
943,630,Puerto Rico,2008,1.72,0.827,12.806,230.879,77.94,7.186,144.888,-7.657,-0.289,4.77,1.053,0.047248483
310,1736,ECE: UNECE-52,2008,1.808,0.848,12.796,78194.617,75.47,10.437,60086.475,2.447,0.541,2.963,1.06,0.51179912
1123,1612,UNFPA: Eastern Europe and Central Asia (EECA),2008,2.053,0.949,16.903,18971.927,69.64,23.839,10740.533,-0.782,0.655,7.334,1.06,0.230438873
785,954,Micronesia,2013,3.022,1.382,22.238,57.068,71.82,28.65,14.776,-8.932,0.754,16.48,1.07,0.560800956
604,360,Indonesia,2008,2.5,1.15,21.309,24937.772,68.33,30.385,8059.333,-1.14,1.329,14.423,1.05,0.518745536
1229,834,United Republic of Tanzania,2013,5.239,2.281,38.92,9324.117,60.91,46.861,1937.569,-1.045,2.984,30.832,1.03,0.653105627
10,1560,African Union,2008,4.902,1.97,37.011,180747.612,56.76,67.751,53994.931,-0.752,2.524,25.955,1.04,0.069981746
1111,1819,UNFPA Regions,2008,2.753,1.19,22.365,611502.552,66.88,45.258,212501.425,-0.895,1.37,14.593,1.08,0.775287084
782,484,Mexico,2013,2.29,1.089,19.405,11446.708,74.94,15.162,3258.943,-0.716,1.317,13.88,1.05,0.778532722
1289,1594,WHO: European Region (EURO),2013,1.794,0.838,12.618,57128.185,76.43,9.461,45756.059,1.853,0.436,2.512,1.06,0.036862699
957,642,Romania,2018,1.62,0.778,9.784,957.884,75.83,6.684,1275.37,-3.779,-0.702,-3.242,1.058,0.337506039
3,4,Afghanistan,2018,4.555,1.984,32.856,6024.265,64.28,51.707,1194.929,-1.716,2.465,26.339,1.06,0.295101307
1047,5501,Southern Asia,2018,2.396,1.073,19.562,184280.032,69.39,35.901,65267.383,-0.689,1.195,12.634,1.09,0.843144879
206,1105,China (and dependencies),2013,1.632,0.742,12.629,89594.79,75.26,12.138,49639.111,-0.178,0.545,5.632,1.15,0.033224503
1000,2073,Shanghai Cooperation Organization (SCO),2008,2.252,0.972,18.085,263120.484,68.82,40.195,112219.535,-0.223,1.015,10.372,1.12,0.87891964
1119,1610,UNFPA: Asia and the Pacific (AP),2018,2.142,0.966,16.523,329810.686,72.41,26.249,138602.561,-0.515,0.907,9.579,1.09,0.381014456
571,320,Guatemala,2008,3.621,1.665,29.168,2021.789,70.5,31.256,373.168,-1.648,2.216,23.784,1.05,0.123070034
792,911,Middle Africa,2018,5.532,2.309,39.934,33325.052,59.36,64.039,7938.392,0.006,3.049,30.421,1.03,0.618956573
880,905,Northern America,2008,2.015,0.969,13.547,22711.27,78.44,6.652,13462.129,4.027,0.955,5.517,1.05,0.236630937
341,2059,ESCAP: ADB Group BÂ (OCR blend),2013,2.532,1.119,20.87,172702.031,67.72,43.066,58715.936,-0.706,1.307,13.774,1.09,0.263665612
538,276,Germany,2008,1.362,0.658,8.356,3393.002,79.73,3.663,4211.824,0.106,-0.191,-2.016,1.054,0.829848225
172,915,Caribbean,2008,2.377,1.072,18.787,3802.565,70.83,34.771,1563.604,-3.791,0.727,11.062,1.05,0.811243474
498,1829,Europe and Northern America,2018,1.663,0.799,10.879,60285.479,78.53,4.712,56656.904,2.308,0.296,0.655,1.05,0.815326142
1173,2039,UNICEF Regions: Eastern and Southern Africa,2018,4.227,1.881,32.958,91382.18,63.69,42.449,20297.088,-0.326,2.535,25.638,1.03,0.7490644
199,152,Chile,2008,1.898,0.917,14.835,1232.986,78.19,7.744,460.334,1.289,1.059,9.296,1.04,0.473086613
1125,1612,UNFPA: Eastern Europe and Central Asia (EECA),2018,2.128,0.991,16.333,19977.232,73.72,13.88,10295.937,0.814,0.873,7.915,1.06,0.065578416
748,450,Madagascar,2008,4.83,2.094,36.533,3606.6,62.23,45.489,784.181,-0.076,2.856,28.59,1.025,0.596634758
177,1530,Caribbean Community and Common Market (CARICOM),2018,2.577,1.131,21.112,1940.866,67.04,42.632,750.8,-2.86,1.009,12.945,1.05,0.621550001
910,1521,Organization of Petroleum Exporting countries (OPEC),2008,3.936,1.594,31.157,61334.691,60.59,63.425,18204.726,1.543,2.348,21.909,1.05,0.566374134
1240,1502,Upper-middle-income countries,2008,1.832,0.839,15.003,181643.026,72.31,19.598,87626.694,-0.33,0.744,7.765,1.11,0.974672234
872,807,North Macedonia,2013,1.503,0.714,11.293,117.164,75.16,8.929,99.717,-0.853,0.083,1.682,1.077,0.302759215
63,1824,Asia-Pacific Group,2018,2.153,0.971,16.435,371296.112,73.24,25.067,155824.374,-0.383,0.916,9.537,1.09,0.662864561
904,2086,Organization for Security and Co-operation in Europe (OSCE),2008,1.803,0.846,12.769,77763.803,75.43,10.574,59992.036,2.41,0.533,2.918,1.06,0.583438003
812,1485,More developed: Northern America,2013,1.849,0.89,12.383,21679.589,79.23,5.846,14134.682,3.541,0.785,4.31,1.05,0.796070917
438,910,Eastern Africa,2018,4.435,1.968,34.239,71481.161,64.15,42.034,14434.814,-0.628,2.674,27.325,1.03,0.734149165
17,2081,African Union: Eastern Africa,2013,4.867,2.106,36.129,58131.061,62.26,48.812,12624.009,-0.902,2.742,28.283,1.03,0.904604671
188,1545,Central European Free Trade Agreement (CEFTA),2013,1.458,0.691,10.293,1362.837,75.15,7.84,1487.3,-3.195,-0.414,-0.94,1.07,0.643622241
371,2048,ESCAP: WB High income econ.,2013,1.424,0.684,9.301,10238.273,82.84,2.698,8954.719,2.052,0.322,1.166,1.06,0.612947098
126,204,Benin,2018,4.867,2.037,36.401,2065.662,61.3,61.149,508.42,-0.176,2.731,27.442,1.041,0.902371005
55,935,Asia,2008,2.328,1.022,18.818,385179.954,70.03,37.111,144472.978,-0.445,1.132,11.76,1.1,0.765970031
597,348,Hungary,2018,1.491,0.718,9.491,461.243,76.63,4.054,608.808,0.617,-0.242,-3.037,1.059,0.192008063
534,270,Gambia,2018,5.25,2.246,38.754,436.224,61.54,44.83,89.983,-1.371,2.944,30.76,1.03,0.421854406
447,1825,Eastern European Group,2018,1.67,0.795,11.416,19442.277,74,6.275,21148.553,0.072,-0.093,-1.002,1.06,0.900789697
1157,1591,UNICEF Programme Regions: South Asia (ROSA),2013,2.566,1.133,21.056,178354.346,67.7,43.427,60111.515,-0.907,1.306,13.959,1.09,0.45688361
1021,706,Somalia,2008,7.1,2.674,45.499,2558.275,53.18,89.757,761.257,-3.557,2.845,31.96,1.03,0.510244276
935,616,Poland,2013,1.334,0.643,9.955,1900.538,77.15,4.398,1875.43,-1.68,-0.155,0.131,1.056,0.274505121
248,188,Costa Rica,2013,1.851,0.887,15.33,361.212,79.16,9.333,110.442,0.834,1.148,10.643,1.05,0.759117605
1319,1801,World Bank Regional Groups (developing only),2013,2.64,1.16,21.104,627865.358,68.83,37.119,223577.574,-0.614,1.298,13.589,1.07,0.211620034
1249,548,Vanuatu,2008,4.2,1.938,32.638,36.35,68.74,24.027,6.143,-2.941,2.421,27.122,1.07,0.165120679
587,332,Haiti,2013,3.26,1.356,26.651,1375.507,61.41,60.957,479.285,-2.906,1.446,17.365,1.05,0.290612105
1242,1502,Upper-middle-income countries,2018,1.899,0.878,14.052,183427.258,75.49,12.37,93658.263,-0.113,0.676,6.877,1.09,0.391797655
699,1477,Least developed: Latin America and the Caribbean,2018,2.96,1.253,24.533,1355.329,63.52,54.298,473.34,-3.168,1.28,15.965,1.05,0.668441681
847,1109,New Zealand (and dependencies),2008,2.144,1.03,14.955,319.598,80.29,5.033,145.979,2.82,1.095,8.124,1.06,0.117081862
1001,2073,Shanghai Cooperation Organization (SCO),2013,2.122,0.937,16.854,257357.765,70.87,31.511,113426.493,-0.217,0.921,9.426,1.11,0.32840168
125,204,Benin,2013,5.22,2.143,38.427,1899.774,59.93,67.66,480.808,-0.855,2.789,28.702,1.041,0.182151403
536,268,Georgia,2013,2,0.941,14.195,288.283,72.31,12.916,267.861,-4.695,-0.369,1.005,1.085,0.361815659
425,2063,ESCWA: Maghreb countries,2013,2.706,1.264,22.726,10064.289,74.97,22.786,2267.764,-2.169,1.544,17.605,1.06,0.012726982
1073,752,Sweden,2013,1.902,0.917,11.975,573.473,81.92,2.402,452.648,5.303,0.783,2.523,1.058,0.944669679
703,422,Lebanon,2008,1.9,0.908,15.575,375.817,77.78,10.594,94.632,-1.114,1.054,11.653,1.05,0.672640554
1251,548,Vanuatu,2018,3.8,1.774,29.797,43.077,70.25,22.378,7.664,0.415,2.494,24.496,1.065,0.813444569
1193,2040,UNICEF Regions: West and Central Africa,2013,5.623,2.207,40.357,90130.613,55.49,69.758,25805.87,-0.714,2.813,28.802,1.04,0.909564082
433,1563,East African Community (EAC),2008,5.45,2.255,40.785,27890.003,56.47,60.853,6968.784,-0.575,3.008,30.594,1.03,0.310624757
238,2079,Commonwealth: Pacific,2008,2.539,1.157,18.233,3125.851,76.27,23.266,1201.972,7.269,1.85,11.222,1.07,0.95761461
231,2076,Commonwealth: Asia,2018,2.365,1.058,19.219,170505.31,69.34,36.015,62091.193,-0.652,1.157,12.22,1.09,0.024848439
695,1476,Least developed: Asia,2013,2.686,1.22,23.161,35953.112,67.88,40.414,10054.453,-3.04,1.365,16.684,1.05,0.623044119
375,2045,ESCAP: WB Low income econ.,2018,2.869,1.287,23.519,10610.371,68.17,39.082,3245.817,-0.295,1.604,16.324,1.06,0.715444816
1310,1827,Western European and Others Group (WEOG),2013,1.805,0.858,11.982,52844.954,80.06,5.483,37180.384,3.362,0.691,3.552,1.05,0.509500034
797,496,Mongolia,2013,2.84,1.348,26.107,373.224,68.47,22.788,90.416,-0.298,1.95,19.782,1.03,0.998142963
413,2056,ESCAP: upper middle income,2013,1.688,0.774,13.122,108552.529,74.62,11.806,61789.768,0.298,0.595,5.653,1.13,0.881631774
806,1483,More developed: Asia,2013,1.409,0.68,8.401,5387.738,83.32,2.183,6303.084,0.558,-0.087,-1.427,1.06,0.294834281
1206,804,Ukraine,2018,1.444,0.689,9.606,2129.11,71.82,7.199,3366.982,0.226,-0.536,-5.585,1.062,0.214614491
738,440,Lithuania,2018,1.67,0.801,10.332,146.046,75.65,4.041,191.732,-11.595,-1.483,-3.232,1.06,0.820730843
985,678,Sao Tome and Principe,2008,4.85,2.207,37.524,31.693,66.14,42.053,5.406,-4.015,2.715,31.123,1.03,0.73633335
387,2053,ESCAP: high HDI,2018,1.372,0.66,8.373,9295.51,84,2.145,9520.886,1.428,0.123,-0.203,1.06,0.954487658
830,524,Nepal,2013,2.318,1.064,21.774,2940.964,68.61,33.781,898.906,-15.105,0.001,15.119,1.054,0.73846104
743,1501,Lower-middle-income countries,2013,2.858,1.25,23.179,323427.801,66.67,43.112,105435.435,-0.815,1.481,15.623,1.07,0.304827218
505,1549,European Union (EU: 15),2008,1.627,0.783,10.852,21237.738,80.37,3.792,18343.379,3.519,0.5,1.479,1.06,0.228956978
1201,800,Uganda,2008,6.38,2.585,46.078,6924.654,54.41,70.73,1681.073,-3.327,3.163,34.892,1.03,0.35730525
